Recency,Frequency,Monetary
84,70,1103.43
646,7,96.0
71,86,1301.78
385,45,1558.22
58,309,6132.43
534,32,534.99
310,21,561.71
10,670,16410.15
68,110,1288.34
172,60,397.52
12,118,462.12
135,43,752.6
39,15,197.71
56,28,244.1
436,20,324.45
738,13,148.3
402,9,190.47000000000003
374,10,178.68
589,4,62.5
372,3,50.550000000000004
72,140,3605.21
77,29,114.18
72,165,1166.29
263,116,1938.33
602,22,329.22
12,583,7053.38
431,17,307.95
95,29,913.19
5,156,2455.52
94,2,64.0
91,90,1811.25
372,140,65500.07
436,25,391.95
390,8,157.63
245,51,1015.24
264,217,9388.49
61,37,166.03
54,44,756.82
376,177,922.59
32,45,776.851
22,326,5834.59
225,15,107.21
4,737,20272.15
225,67,1176.19
33,148,1046.74
64,52,1370.8400000000001
157,41,946.38
11,186,3250.33
427,615,5996.83
19,121,466.66
11,95,2184.63
14,767,11924.85
106,40,1402.06
273,12,200.45000000000002
681,37,337.66999999999996
375,93,1676.95
68,168,1179.48
75,163,2930.19
77,67,768.88
152,445,2016.43
8,334,6375.7300000000005
732,11,143.70000000000002
453,73,406.02
23,149,3313.77
29,174,4888.75
36,239,2019.92
358,69,2049.15
278,113,753.56
106,62,1032.5
379,67,482.33
505,51,251.15
151,71,1308.91
59,4,81.44
379,42,451.28999999999996
17,47,742.1899999999999
371,106,2266.76
408,13,249.24
5,464,1660.29
53,340,5394.86
411,13,519.8100000000001
148,10,170.4
52,52,646.76
1,62,775.94
131,61,1746.04
77,46,690.59
282,3,497.0
59,49,946.59
732,46,371.51
291,33,603.42
29,40,276.75
467,43,848.3299999999999
530,15,251.71
26,27,449.93
185,46,683.46
17,229,1200.51
151,154,507.93
500,1,40.8
417,32,531.49
75,154,1421.34
33,181,2724.13
306,70,585.92
472,45,506.75
120,5,252.1
395,89,437.87
51,15,337.04
8,27,221.27
24,190,647.56
0,356,49638.26
52,33,533.32
562,22,235.78
2,84,2225.91
78,161,3069.88
73,351,6948.2300000000005
0,38,848.55
17,42,5902.83
21,172,4642.45
114,38,653.38
15,108,1815.27
578,29,392.38
29,7,126.14
50,18,1035.45
280,63,5236.259999999999
310,4,113.64
0,559,16794.14
157,68,784.8100000000001
414,46,136.73
417,71,186.94
8,95,1509.0900000000001
126,64,5984.8099999999995
428,73,549.33
361,10,689.07
81,62,1179.89
394,46,199.10999999999999
22,258,3110.37
474,90,2146.39
400,566,8308.19
382,21,1211.75
78,91,1741.41
75,138,2389.08
386,19,295.13
725,16,238.05
56,69,387.41
668,55,373.16
59,70,1134.03
24,64,1590.6000000000001
65,111,1726.58
107,357,1496.24
1,3854,528602.52
3,226,882.72
164,8,689.82
383,23,114.1
562,4,203.05
409,35,533.78
30,25,354.42
28,212,14587.87
59,55,892.47
63,27,427.6
57,65,421.24
171,37,135.08
1,6359,29951.37
10,511,12669.88
151,12,735.66
501,3,54.699999999999996
85,68,266.85
501,3,90.42
4,613,5608.1
32,143,857.46
106,10,229.8
5,96,632.0
129,36,911.14
88,268,6204.32
375,8,308.59999999999997
65,391,3053.57
32,326,1545.49
176,39,674.45
406,6,334.62
722,1,2.95
23,63,969.51
626,2,71.4
528,21,316.48
9,4038,313437.62
147,87,489.52
71,105,1858.96
578,4,155.8
387,28,170.5
54,240,2589.87
29,103,648.6
116,52,794.56
44,15,229.64000000000001
38,370,117763.62
632,18,389.26000000000005
63,39,716.54
32,139,1727.6
4,200,3505.61
424,74,1265.58
2,30,434.35
71,104,1796.48
60,634,3518.41
379,29,462.75
417,7,202.82999999999998
253,139,1124.71
394,19,399.3
305,25,679.7
98,121,2102.68
372,33,737.0500000000001
56,35,1492.2
28,45,2321.82
86,30,285.74
366,69,1230.15
379,19,282.79
427,93,327.75
40,366,1688.6
210,121,3688.0
469,48,601.4499999999999
430,19,568.64
4,292,47781.12
374,41,180.60999999999999
506,3,42.22
375,16,257.06
43,111,657.3
1,34,597.3299999999999
562,71,2322.43
39,56,698.13
310,14,1063.0
19,148,2415.41
551,29,145.99
22,402,7885.85
380,26,152.41
472,20,102.65
238,32,1143.6
689,23,211.95
241,17,271.24
365,28,646.27
8,122,974.96
26,30,108.81
495,17,190.35
95,63,1080.52
17,173,3724.06
156,219,1272.21
23,110,1560.96
134,47,529.73
610,107,8421.47
63,55,1060.56
133,64,4481.83
550,30,451.56
2,249,8898.48
33,4,148.44
592,14,184.91
672,61,346.5
649,12,271.28999999999996
50,134,1533.69
22,84,1424.94
465,30,161.35
548,33,262.64
5,184,1710.45
309,40,697.0600000000001
82,474,6201.8
465,66,325.37
51,220,3469.3
14,167,3408.06
422,31,1370.34
365,60,975.5600000000001
80,28,908.46
52,49,724.31
31,27,955.5
4,102,1625.97
92,31,571.35
424,26,494.85
16,306,3145.2400000000002
211,34,612.78
213,41,533.3
11,109,622.01
3,93,1545.6200000000001
256,5,88.2
91,38,720.9
3,244,4238.76
70,97,19759.079999999998
161,43,977.17
410,272,5400.461
99,23,288.42
498,2,3710.5
29,11,266.76
3,77,2150.04
26,98,1348.93
35,19,328.15
24,288,9362.77
11,188,3068.84
24,135,706.02
14,98,2906.85
368,1,76.32000000000001
33,180,583.16
120,146,2315.75
10,3,336.40000000000003
58,66,943.84
2,180,890.22
582,8,135.04000000000002
7,45,26626.8
16,24,1879.55
411,21,373.02
33,62,1048.49
395,129,1331.38
290,9,53.5
40,781,12523.81
74,43,1213.811
85,83,1390.86
242,57,940.98
522,1,13.919999999999998
19,20,507.55
420,8,160.65
505,1,79.9
3,96,2338.15
26,186,2957.88
381,7,113.35
136,50,1269.84
16,116,2055.09
375,145,570.18
436,14,189.78
142,145,5178.02
15,39,686.24
3,53,226.47
130,7,1433.28
364,205,1377.77
89,18,305.62
274,99,1654.03
74,19,704.0400000000001
319,8,155.0
297,37,756.46
91,102,1405.94
2,140,14693.72
12,314,3430.22
0,753,13304.11
354,94,1580.54
18,11,195.36
127,11,1516.0
540,17,254.55
15,11,215.48
14,79,1135.63
268,62,1218.7
1,279,1371.77
33,547,26437.05
1,327,6028.6
65,112,1579.51
15,133,3280.59
147,135,2940.04
52,17,216.39
29,136,3968.67
22,356,7475.74
131,70,675.6
182,3,39916.5
15,146,3901.11
39,158,3103.19
452,71,1220.9099999999999
32,169,1954.56
173,88,662.66
211,68,9864.26
7,1332,10057.05
446,9,161.0
252,2,37.4
53,2,835.1999999999999
22,197,21429.39
52,13,924.6
404,16,415.79
9,74,1543.18
401,113,364.45
50,149,1513.57
124,9,572.3
136,95,1052.72
56,13,158.75
84,49,777.53
267,1,71.4
183,69,1235.6200000000001
10,136,20746.54
584,12,289.87
78,39,956.5699999999999
191,11,617.05
37,134,528.46
480,126,2138.91
99,391,6000.94
476,24,996.61
382,59,569.22
376,92,1357.95
11,33,3257.7000000000003
2,56,1018.71
89,89,2232.4900000000002
45,11,606.02
71,16,243.56
2,9,12393.7
273,34,1145.6
558,18,385.19
243,14,112.55000000000001
420,29,144.29
484,8,449.96999999999997
648,46,168.22
227,37,632.07
92,27,1302.3
485,9,157.70000000000002
550,23,112.86
26,126,1655.2
491,39,591.87
100,71,2351.42
71,146,2178.87
611,60,1339.05
99,11,3070.42
450,44,1175.78
127,162,2975.8
591,18,292.21
45,92,335.03
107,31,498.93
70,83,1843.35
17,698,61920.87
322,18,402.20000000000005
534,6,150.55
414,58,689.6700000000001
81,185,3503.5
148,131,1830.54
88,28,544.3
25,52,300.34
367,116,3127.99
173,56,999.68
25,13,370.43999999999994
71,89,6021.05
416,145,2093.46
29,20,372.21999999999997
217,3,404.40000000000003
25,48,841.1999999999999
58,235,1146.53
32,69,1154.47
36,32,517.36
8,275,9916.73
546,25,104.25999999999999
10,595,4487.11
542,7,134.44
1,137,754.75
261,65,1838.95
36,1425,8274.14
22,15,209.49
422,6,63.66
22,136,3199.95
18,62,1189.59
427,104,1550.63
393,128,1001.01
2,1398,15514.11
35,16,247.95999999999998
15,752,8231.2
434,40,834.4399999999999
464,124,1957.7
96,397,3273.83
260,39,713.39
313,121,889.75
32,194,2365.77
682,1,63.24
591,44,229.46
12,291,1067.75
386,58,1059.41
92,19,443.0
16,521,5750.91
260,8,154.95
432,42,313.7
509,106,640.54
232,23,73.5
563,16,310.83
63,277,6702.43
33,527,12410.81
50,78,1071.1399999999999
3,923,4998.61
17,5,1138.0
246,22,372.92
54,141,2083.14
530,40,709.59
58,316,3805.34
2,228,4220.22
26,1022,7090.06
276,50,1851.88
396,89,434.78000000000003
249,17,304.25
385,25,503.01
8,9,176.63
512,20,128.31
114,72,3859.82
1,109,2591.34
275,1037,54144.25
626,74,1313.67
431,66,1553.65
170,104,289.4
383,42,342.55
626,19,291.5
37,17,89.94
241,39,790.72
45,185,1159.99
378,46,755.15
15,75,2009.16
3,44,2047.8
233,20,149.57999999999998
390,23,321.91
60,24,397.97999999999996
430,17,228.0
30,197,1820.1100000000001
266,29,1629.37
275,70,3255.96
49,61,155.37
21,94,10027.18
84,135,2235.92
682,1,107.14
70,32,571.07
1,265,4817.66
7,74,1717.19
609,21,680.85
411,23,355.45
3,56,381.97
463,26,444.9
56,30,779.9
7,485,11959.27
35,20,308.94
373,208,1142.47
492,58,920.08
423,38,282.85
61,145,5230.99
8,5,80.8
417,75,1408.96
22,137,2812.34
53,122,593.19
234,23,409.40000000000003
369,96,329.03000000000003
117,101,2071.68
7,12,1133.25
729,56,517.7
4,257,4887.24
593,7,167.35
37,7,5120.0
37,38,6814.64
360,24,548.76
22,138,2298.33
26,254,5604.64
4,34,843.9100000000001
621,40,255.59
313,47,559.61
260,97,1117.05
165,49,499.9
72,18,379.14
172,410,9947.26
204,24,639.5
610,27,433.71999999999997
22,273,2030.33
9,185,2863.45
79,20,311.69
11,50,2773.85
674,65,931.43
16,205,3594.76
724,1,60.48
30,366,8509.51
428,71,1199.31
18,49,679.45
0,1038,9284.45
110,16,4092.0
147,154,1220.77
295,8,152.65
121,34,645.74
16,72,1249.01
2,104,1953.9
618,20,253.88
36,69,1988.23
642,7,317.88
415,91,1110.83
113,76,371.56
493,19,563.1
23,37,1384.8600000000001
225,38,300.3
463,4,70.74000000000001
95,12,205.3
312,32,1189.45
596,23,438.65000000000003
735,49,429.66
373,5,169.79999999999998
28,83,1356.33
218,35,2472.48
73,397,8891.84
64,216,5728.82
105,314,5556.570000000001
87,58,2594.62
5,403,1690.07
245,55,923.11
4,87,1845.31
284,100,1794.32
29,32,1328.0700000000002
256,47,827.01
8,166,2993.1
654,15,116.5
8,52,3248.96
5,1359,10608.81
179,310,2163.12
0,179,4413.1
32,37,622.57
87,140,2556.84
277,14,217.2
492,83,1535.37
9,139,3041.68
11,236,1291.91
434,49,851.91
399,57,933.84
47,107,673.26
410,81,1254.41
88,40,1840.32
40,385,1887.8999999999999
109,38,10986.63
444,52,856.01
63,10,256.38
189,2,39.12
382,87,1496.6
28,145,2794.75
154,82,1705.8
85,86,1569.3600000000001
331,5,1289.5
1,1088,8152.71
91,124,1231.36
578,1,306.0
37,275,1100.28
2,479,7787.28
467,36,954.75
4,119,1843.75
408,7,245.15
15,248,2783.08
666,1,79.9
10,1394,7586.94
281,25,690.98
730,2,285.29999999999995
16,265,8202.98
10,115,3760.29
12,53,156.34
35,126,2409.9
12,93,1666.8400000000001
52,81,3577.61
318,24,328.35
36,53,778.5
173,54,1632.67
22,257,2859.46
2,196,1468.02
22,904,6246.93
77,144,2287.19
9,2695,39141.48
235,63,3010.74
633,3,500.24
63,56,1043.31
75,53,769.29
112,35,699.4
280,41,386.15
70,134,3042.95
591,7,186.66
218,92,1792.26
75,19,420.5
317,10,157.02
402,49,1433.33
25,343,4400.18
618,54,664.16
134,28,196.88
289,6,94.0
66,8,449.12
3,20,314.44
3,120,2083.9
33,296,18287.66
1,487,11097.43
425,42,717.85
39,13,301.32
273,3,121.17000000000002
46,180,3090.29
3,194,1228.17
399,31,620.37
298,15,321.05
435,34,579.85
170,16,114.56
26,311,2101.79
280,86,1387.58
189,35,542.03
372,35,678.11
22,187,3445.32
323,26,418.82
112,16,796.38
288,531,4180.09
396,77,1216.66
50,91,1553.96
143,52,839.64
683,18,215.46
516,35,151.17
17,552,9887.62
198,1,179.0
3,17,244.41
157,84,2433.28
334,30,377.75
255,78,1338.91
326,36,515.86
33,139,979.79
411,106,1893.93
2,90,621.44
17,433,3174.75
11,113,993.23
253,15,307.53
47,24,110.21000000000001
252,94,541.02
88,1072,10350.53
4,67,1194.73
19,295,4757.8
738,8,128.60000000000002
400,1,69.6
435,39,724.73
154,18,315.06
269,21,138.28
393,19,304.2
502,86,1233.06
15,32,415.25
122,32,674.7
159,12,188.02
78,127,3566.56
65,22,369.34000000000003
9,116,8939.84
7,85,1313.1
45,103,4228.85
7,750,39019.51
4,644,6958.2
595,23,158.09
43,21,2249.52
368,127,4292.59
3,407,7571.35
16,44,891.34
255,106,1422.8300000000002
36,99,1741.95
12,180,1259.43
26,53,378.89
5,320,4706.77
87,100,1842.95
684,6,307.1
1,254,2501.84
51,219,9957.42
336,109,1708.97
70,15,190.25
387,25,356.71
112,90,1463.7
212,248,3119.33
71,10,134.95999999999998
33,170,4732.03
472,67,632.9399999999999
367,29,180.7
54,34,362.06
51,190,3708.3
26,147,4120.04
63,9,1259.5
304,8,133.35000000000002
266,21,141.41
525,1,136.0
301,18,419.92
70,5,199.8
392,53,251.72
16,485,8030.150000000001
5,9,163.62
308,11,153.94
28,39,1170.4
236,57,1527.6100000000001
200,54,860.12
17,62,1063.9
9,25,377.44
68,352,2028.1100000000001
177,10,302.46000000000004
399,4,3424.02
7,42,789.79
66,482,8012.58
213,76,623.28
8,498,2512.29
436,9,211.79999999999998
16,508,4530.0
5,169,594.52
3,457,45179.1
70,29,1631.77
365,14,308.28000000000003
53,61,1149.64
38,42,1079.6599999999999
4,545,1508.96
203,205,1220.38
467,12,167.16
22,8,423.8
235,179,2144.23
655,8,325.74
116,34,588.13
173,43,187.05
261,35,565.24
135,68,727.1
71,2,100.8
1,392,9811.04
169,207,790.0
9,97,3509.43
232,11,180.1
203,1,59.8
14,52,1120.74
17,102,1723.86
88,67,4146.78
25,59,1035.6200000000001
43,26,940.8000000000001
381,15,235.87
4,41,786.46
464,15,275.4
151,16,232.6
78,149,2211.6
29,159,2681.9
28,115,1991.01
222,88,1725.01
385,12,172.8
67,162,2999.16
112,5,135.95
16,69,1212.66
737,1,214.79999999999998
287,80,2094.57
57,28,309.85
577,15,246.54
46,66,1421.61
502,26,2304.18
1,235,1581.84
432,25,105.56
87,108,26278.86
60,55,428.93
18,7,186.01
50,14,413.55
88,74,2469.4
274,46,463.72999999999996
640,44,1016.47
242,8,185.65
411,6,120.95
31,117,2118.03
53,191,646.26
95,54,1131.1
385,163,2502.82
29,371,4212.15
283,227,2091.52
393,25,548.8
610,82,1240.25
302,5,167.25
362,96,764.52
30,28,671.7
11,65,1299.52
311,51,1127.65
107,73,2157.73
414,28,460.08
421,26,376.92
582,7,217.9
723,16,323.25
15,514,14083.91
4,983,18046.75
31,99,2216.32
57,362,8873.39
156,6,323.58
119,171,2001.59
8,277,5517.07
33,292,1430.54
322,87,882.46
435,2,139.2
85,53,997.63
277,22,117.55
73,5,1117.9
155,318,3270.79
556,27,141.48
61,319,4380.04
2,35,1127.05
519,13,231.33999999999997
17,1305,11889.33
625,42,169.21
3,274,2942.14
106,1,17.0
23,87,13370.86
674,8,195.55
400,304,1052.26
173,25,289.36
548,34,111.15
30,167,3161.12
19,158,892.33
17,159,8438.34
735,11,351.3
33,446,5033.77
129,44,118.67
120,15,273.34
625,11,173.06
22,137,2572.25
381,10,409.98
444,62,268.27
306,9,131.9
281,29,495.48
127,230,2993.05
408,42,955.2
353,54,1141.24
376,4,51.410000000000004
417,41,638.11
4,35,874.59
436,1,72.0
0,26,563.94
464,50,2059.67
665,19,247.5
18,36,686.05
374,12,330.12
79,33,701.23
435,19,340.84000000000003
148,86,4160.83
1,679,6368.78
10,416,1803.06
56,368,4278.96
16,40,644.72
7,193,9226.25
51,51,1929.66
99,1,207.35999999999999
47,130,1545.58
1,156,117314.08
252,44,707.04
52,85,1411.62
23,486,4491.46
366,11,680.62
183,10,251.21
46,87,1533.16
425,131,984.62
17,192,3586.9900000000002
15,364,7834.650000000001
67,131,1567.48
25,61,1213.1599999999999
211,38,1121.84
0,116,2750.5
448,26,468.5
435,67,2878.96
57,96,2469.37
51,23,338.15
19,206,3811.22
29,597,17298.45
184,55,1013.35
21,30,699.78
40,56,615.0799999999999
21,225,4279.2
373,62,1055.05
8,116,17654.54
138,448,26259.11
677,7,106.67999999999999
383,37,344.61
463,10,291.13
11,151,4516.56
598,30,490.08000000000004
624,10,239.4
35,87,4275.22
17,81,1686.12
372,9,207.5
16,22,430.57
64,228,4572.82
80,48,810.5699999999999
259,18,170.95
32,13,151.04
99,16,509.01
4,43,3352.94
77,161,2334.16
80,142,1292.18
44,133,3197.82
2,353,1863.76
366,29,2062.2000000000003
2,222,4921.53
603,53,781.59
313,43,403.3
18,316,13702.38
54,96,899.69
662,14,231.68
610,54,797.96
200,230,3959.86
17,49,839.14
21,113,294.39
5,105,2134.01
452,11,233.25
499,6,313.91999999999996
4,129,1635.27
92,386,2631.9
53,86,1442.32
95,271,5257.38
66,31,132.18
276,38,2164.24
194,217,2526.65
682,1,48.96
14,92,1339.41
8,672,7404.65
95,88,2237.12
386,4,128.45
8,85,1822.97
625,67,1201.52
539,95,1698.56
134,67,1490.23
304,23,141.92000000000002
35,57,1260.23
185,134,2043.76
60,65,924.21
30,61,1247.49
11,342,3442.96
32,1770,10195.97
205,26,412.78000000000003
26,83,1250.06
385,48,948.42
283,16,204.5
72,39,3424.02
450,35,799.13
373,128,590.4399999999999
35,239,2978.59
578,85,2244.7
64,86,25264.8
26,1050,7829.26
10,371,5993.12
220,8,134.8
12,158,1929.26
18,255,4667.57
19,120,738.89
509,32,216.41
33,26,134.46
19,23,307.09
584,23,405.1
308,59,895.47
247,38,1515.0
736,6,82.6
28,105,1785.98
165,378,1694.41
23,231,3364.59
44,108,1178.79
30,130,1582.0500000000002
53,89,4412.56
591,45,231.93
161,15,100.97
260,42,775.85
540,18,125.65
99,51,636.14
514,55,575.37
281,52,1232.79
408,86,312.35
51,80,1430.48
21,142,1808.68
37,43,921.37
247,18,454.12
17,63,1766.72
227,69,1065.3500000000001
563,28,426.24
17,47,1006.63
553,19,314.65999999999997
3,60,1286.27
52,48,2792.5499999999997
1,23,398.7
23,28,571.6700000000001
428,14,239.9
12,169,1535.99
521,13,256.7
21,8,722.74
395,61,247.85
680,13,138.18
11,44,1009.43
25,83,2989.2200000000003
418,63,425.85
507,16,300.31
0,378,18230.07
29,382,14644.6
57,183,3481.57
73,42,1364.2
5,37,663.81
50,35,230.5
4,11,168.9
25,240,17024.87
387,24,643.0
1,486,8537.32
29,43,1360.99
596,21,301.26
65,28,591.73
106,38,641.13
60,512,3258.68
387,53,522.67
479,18,310.15
17,59,486.64
1,721,75428.87
31,133,1018.48
40,121,1075.81
8,30,164.68
669,8,120.6
9,298,5394.07
302,81,2614.2
30,63,743.17
65,6,92.46
44,155,2626.47
157,47,1078.96
115,10,185.9
57,238,4234.99
44,128,1265.16
15,217,3097.61
140,204,3734.6600000000003
621,47,594.62
311,106,2363.89
61,31,1743.1499999999999
212,1,931.4999999999999
59,92,2967.51
92,115,1951.82
215,45,776.46
1,1257,9074.05
263,14,86.15
576,54,1018.42
423,70,769.9200000000001
189,89,654.4
2,114,8134.9400000000005
32,83,1115.68
725,4,31.929999999999996
108,84,2889.28
320,108,1516.72
17,398,2960.25
437,81,3147.36
736,32,112.03
241,21,112.75
399,58,326.25
4,178,4635.5599999999995
10,111,2976.38
432,10,171.15
227,48,898.96
154,85,544.0699999999999
376,22,333.81
60,213,578.61
46,6,278.3
8,45,6070.04
597,14,731.2
527,1,102.0
44,156,1028.74
26,17,228.91
325,7,107.45
4,81,1734.87
65,37,583.75
184,99,1850.56
53,90,2092.66
63,140,1119.46
277,17,162.7
432,13,281.76
77,51,795.12
28,497,4310.34
250,57,778.83
1,117,1838.8500000000001
25,36,439.06
586,6,136.2
32,124,1763.3
22,21,631.35
45,215,22100.56
474,81,549.12
43,241,6258.45
35,14,226.85
400,24,541.95
16,313,3107.87
8,2864,91194.49
323,99,1254.89
173,130,1044.3700000000001
2,87,2612.96
92,27,121.74000000000001
87,65,1013.15
105,36,554.5
75,51,2019.4
257,17,193.0
19,46,870.09
23,53,1505.8500000000001
528,2,297.0
520,3,191.86
21,12,230.22
409,13,205.83
37,9,176.68
245,48,983.1
457,9,135.4
414,11,205.25
215,277,2996.93
225,34,1027.22
245,31,931.01
380,86,1494.6
443,10,927.61
30,153,3144.04
582,46,831.45
45,27,656.63
241,39,1762.61
124,94,1579.8300000000002
133,14,337.44
24,36,744.85
49,73,2904.27
22,142,6371.73
43,167,3608.34
176,10,189.5
49,251,5687.36
2,378,12576.99
149,43,1505.73
71,48,1151.15
11,38,284.46
551,30,179.6
10,7,213.96
689,22,310.26
187,267,2246.06
15,2387,13754.58
621,17,127.65
37,269,6474.11
10,259,2820.84
63,42,715.21
149,73,1732.47
31,166,1572.55
40,27,680.1800000000001
1,126,490.33
387,117,524.65
18,57,1111.15
46,38,776.5999999999999
77,18,1213.13
686,11,181.39
78,2,118.80000000000001
383,75,1222.04
17,165,3637.33
21,39,625.9
696,32,658.95
400,106,1570.81
80,39,429.16
21,11,177.31
317,68,1338.95
589,27,405.85
394,192,2108.21
2,97,1036.58
569,10,372.2
2,232,15677.82
57,75,1156.73
430,64,621.51
529,12,259.68
53,39,188.88
30,31,176.55
438,13,317.11
417,20,236.11
11,47,1643.18
368,4,56.25
654,8,154.25
82,28,4162.04
79,111,2132.09
46,142,2619.92
31,15,276.56
17,332,2771.94
24,158,3850.79
379,65,1938.4
50,47,842.41
569,8,109.2
31,669,3239.57
2,4,357.0
541,1,7.49
53,36,548.02
376,331,3959.4900000000002
8,174,3235.79
128,350,6103.74
421,1,102.0
456,8,134.0
85,28,508.8
600,49,734.91
7,58,1156.32
185,24,609.3000000000001
7,141,5151.9
64,30,512.2
7,182,1825.03
290,69,1224.18
31,96,2647.59
156,58,513.88
2,141,2560.7
40,115,2053.71
372,11,155.35
31,221,4387.64
473,54,536.41
33,315,1290.31
0,6587,53539.64
114,43,2263.3
72,107,2399.4500000000003
381,83,326.09
575,9,230.1
395,126,487.03
248,110,2386.19
697,3,9.700000000000001
16,145,2526.62
273,74,1364.09
421,54,321.9
53,7,204.24
46,371,3625.88
28,157,2863.08
8,207,4966.92
22,129,2245.32
318,37,425.56
667,79,346.56
176,26,2629.3900000000003
46,403,17329.16
24,107,2843.09
462,12,246.5
500,17,2074.07
430,25,210.85
93,61,4452.71
208,13,112.8
373,18,297.95
647,15,106.54
144,204,1379.08
0,124,2056.89
71,44,612.36
46,9,2600.34
82,29,1708.24
32,167,3245.43
11,172,4592.93
25,89,1562.98
438,1,208.63
49,77,1708.1200000000001
312,41,518.42
10,72,9782.35
26,168,1266.27
204,19,349.55
23,146,5955.21
336,19,385.3
43,37,614.89
126,11,233.22
122,117,1900.0800000000002
234,51,695.4
35,26,658.64
476,19,285.41
379,31,965.2
142,26,1134.95
626,9,156.6
31,96,2770.73
1,69,998.49
36,120,2488.4900000000002
627,72,1367.89
7,133,4863.31
434,39,661.39
669,3,29.1
640,17,357.4
19,3,90.30000000000001
18,482,13043.32
10,49,780.59
15,18,656.69
95,58,2064.35
37,113,1963.92
396,55,417.3
23,253,5339.13
141,81,1695.97
491,8,170.88
129,24,406.09
206,342,9490.17
666,19,390.85
333,129,1700.52
186,138,2416.42
400,49,467.34
520,20,306.58000000000004
23,1712,17644.27
0,154,4611.6900000000005
29,180,2673.69
19,264,1045.74
17,13,320.46
23,6,148.86
415,9,143.94
5,947,3017.28
213,67,1124.72
185,5,103.25
15,65,1098.6
533,40,582.17
71,192,1975.35
71,33,1979.91
12,1591,11243.91
53,133,2082.97
65,8,273.35
3,124,1937.25
1,11079,291420.81
85,136,2233.61
46,31,784.58
60,19,127.89999999999999
2,446,13591.58
472,15,271.75
128,20,145.07
429,1,81.36
14,3,100.9
243,34,560.67
11,92,1934.3899999999999
551,361,2753.52
457,80,1388.47
15,276,5493.46
74,7,234.34000000000003
319,28,207.73000000000002
14,85,1596.29
25,207,949.39
53,75,3602.1800000000003
372,1,244.08
96,174,3520.2200000000003
611,4,405.0
60,9,202.65
59,77,1360.68
232,23,439.18
50,8,173.16
184,50,1120.31
4,1640,23581.78
456,139,1769.33
21,61,3284.42
619,4,68.25
5,31,511.12
75,25,349.7
11,307,6135.04
375,74,1108.82
390,25,252.5
29,125,2318.1
8,219,1972.39
95,160,3859.2200000000003
523,20,148.62
360,115,2392.0
359,67,1101.97
4,216,2399.82
729,1,165.0
428,190,3084.02
25,139,548.29
17,124,3167.34
74,14,381.9
108,44,297.99
18,60,387.44
477,28,600.34
669,17,467.78999999999996
59,255,5360.48
81,35,542.04
450,17,55.980000000000004
38,83,1970.6
12,66,1705.64
551,29,225.78
365,336,2062.41
7,156,7036.18
362,40,305.99
11,206,73205.5
197,321,2506.64
303,5,84.3
0,3,168472.5
73,217,3603.14
428,1,40.56
11,20,361.62
642,36,635.9
417,110,898.87
1,2,360.0
217,1,76.32000000000001
37,18,364.21999999999997
40,91,1167.5
23,16,320.76
668,11,134.9
51,41,1049.15
14,188,729.25
520,35,804.88
530,58,1780.34
290,18,423.90999999999997
81,5,75.75
214,50,702.6
308,23,381.32
0,319,1200.28
88,249,4503.08
266,7,177.15
400,4,61.72
425,77,329.42
4,150,955.26
177,19,353.43
50,14,1522.0800000000002
84,5,419.58000000000004
4,471,3891.39
23,259,1727.43
10,682,64036.8
113,171,4873.8099999999995
81,30,602.5600000000001
73,60,408.63
138,232,3914.9500000000003
306,772,17180.25
1,20,640.76
21,630,2866.74
280,68,613.75
564,11,218.53
735,4,231.90000000000003
8,889,8711.95
382,29,679.02
31,393,7120.91
43,40,225.12
620,41,258.55
24,14,213.78
40,266,4869.400000000001
35,138,732.41
77,129,3279.42
8,182,3292.73
24,85,3941.9
43,21,324.24
234,157,2424.87
361,43,539.14
198,38,1143.27
88,7,309.05
9,140,4291.06
285,10,145.04999999999998
432,14,244.60000000000002
166,5,95.19999999999999
3,1519,195640.69
404,179,1137.8
22,101,1854.57
445,26,232.85
312,10,177.5
4,43,633.83
73,82,1674.69
134,148,4610.84
189,30,659.84
19,60,414.8
198,74,1099.91
14,30,2399.57
51,30,110.8
276,14,197.0
19,85,978.69
138,25,612.6
16,86,775.96
619,41,156.87
623,258,1700.24
205,14,300.67
172,20,532.94
5,79,1387.79
502,2,153.24
57,364,6083.64
29,167,3928.0499999999997
45,344,11942.52
274,19,310.47
197,59,1159.61
173,7,191.94
31,35,703.36
26,687,14059.19
732,16,209.41
546,87,1575.26
45,47,748.5
310,21,349.27
57,117,2304.03
737,42,124.78
598,36,178.85
96,77,1149.02
43,96,543.28
637,13,110.95
46,49,1451.16
53,171,1143.1
376,225,1375.39
402,53,502.49
24,115,529.29
172,86,696.68
33,29,498.8
281,13,257.1
218,18,1091.7
332,6,135.35
4,576,14000.85
269,22,343.62
366,11,173.55
186,110,1785.13
262,39,819.45
64,55,848.4
42,80,1821.9
424,74,268.28
33,159,488.06
78,4,88.48
310,8,154.41
407,6,94.92
435,33,979.8000000000001
46,69,2324.36
177,41,683.17
38,31,496.21000000000004
395,10,24.35
14,22,318.17
155,3,159.2
1,625,5114.23
200,53,851.37
68,113,4919.35
425,30,160.0
375,43,949.82
409,19,360.85
24,264,2332.74
521,24,518.63
652,8,285.6
81,196,4838.18
592,9,129.48000000000002
40,37,396.33
16,90,1614.91
30,137,4810.92
94,267,3059.85
64,16,174.37
16,101,1521.04
108,69,3717.35
44,145,696.76
14,475,17467.24
